LOCATION,YELP RATING,YELP REVIEWS,GOOGLE RATING,GOOGLE REVIEWS,FB RATING,FB REVIEWS
Altamonte Springs,4.5,24,4.5,319,3.6,0
East Orlando,3.5,20,4.4,165,3.3,0
Downtown Orlando,3.5,58,4.4,171,3.1,0
Longwood,5,16,4.6,198,3.2,0
Millenia,4,13,4.6,123,5,0
Oviedo,5,3,4.8,50,0,0
Winter Park,4,21,4.8,144,3.8,0
Donald Ross,2.5,8,4.6,41,2.3,0
Indiantown,2.5,7,4.5,26,0,0
Northlake,3.5,12,4.2,107,0,0
PGA,3.5,43,4.6,196,3.7,0
West Palm,2.5,56,4.2,170,4.5,0
Brookline,4,38,4.2,60,0,0
