LOCATION,YELP RATING,YELP REVIEWS,GOOGLE RATING,GOOGLE REVIEWS,FB RATING,FB REVIEWS
Downtown Orlando,3.5,0,4.4,297,0,0
Donald Ross,4,0,4.3,72,0,0
Northlake,3.5,0,4.5,344,0,0
West Palm,3,0,4.1,192,0,0
