LOCATION,YELP RATING,YELP REVIEWS,GOOGLE RATING,GOOGLE REVIEWS,FB RATING,FB REVIEWS
Altamonte Springs,3.5,,4.4,spa,3.4,29
Downtown Orlando,3.5,,4.3,spa,0,0
Donald Ross,4,,4.3,pan,0,0
Indiantown,3.5,,4.4,pan,0,0
Northlake,3.5,,4.4,spa,3,2
West Palm,3,,4.1,spa,4.5,79
